Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Agricultural land (sq. km),AG.LND.AGRI.K2,Sweden,SWE,34130,29741,30360.8,30360.7,30283.5,30209.2,30113.7,30003.9,30047.8,30055.4,30029.1,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Switzerland,CHE,16050.303,15658.165,15245.633,15212.778,15180.055,15147.463,15116.339,15085.727,15055.158,15024.369,14993.783,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Syrian Arab Republic,SYR,134950,137110,139210,139190,139170,139161.26,139200.31,139176.88,139113.34,139133.76,139133.76,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tajikistan,TJK,44890,45730,47806,48122,48438,48754,49071,49116,49182,49160,49170,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tanzania,TZA,311899.9,340000,380359,382482,384605,386728,388851,390974,393097,395212,395212,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Thailand,THA,213830,218950,228362.654,228420,228460,228420,228470,228456.965,230000,232718.997,235000,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Timor-Leste,TLS,3180,3370,3396,3401,3406,3411,3416,3421,3414,3414,3414,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Togo,TGO,31600,34000,38200,38200,38200,38200,38200,38200,38200,38200,38200,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tonga,TON,320,300,330,340,350,350,350,350,350,350,350,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Trinidad and Tobago,TTO,770,670,540,540,540,540,540,540,540,540,540,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tunisia,TUN,91910,95510,99430,97610,98340,97026,97429,97005,97005,97005,97005,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkiye,TUR,396770,404790,384230,385540,385510,383280,379640,378020,377160,377620,380890,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkmenistan,TKM,353500,355000,338380,338380,338380,338380,338380,338380,338380,338380,338380,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turks and Caicos Islands,TCA,10,10,10,10,10,10,10,10,10,10,10,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tuvalu,TUV,20,20,18,18,18,18,18,18,18,18,18,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uganda,UGA,119620,125120,144150,144150,144150,144150,144150,144150,144150,144150,144150,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Ukraine,UKR,419290,414060,415260,415110,415080,415150,414890,413290,413110,413110,413110,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United Arab Emirates,ARE,2850,5470,3794,3825,3828,3838,3838,3817.5,3904,3898,3915.615,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United Kingdom,GBR,182030,169640,172502,172320,171380,173499.818,174661.525,173508.616,175212.961,172592.981,172151.41,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United States,USA,4269480,4143990,4036270,4041729,4047187,4052646,4058103.538,4058103.538,4058103.538,4058103.538,4058103.538,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uruguay,URY,149170,149580,143467,144751,144676,142653,142229,141908,141273,140634,140696.05,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uzbekistan,UZB,277240,273280,250600,255420,255480,255457,255332,255203,255553,256825,256906,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Vanuatu,VUT,1520,1750,1870,1870,1870,1870,1870,1870,1870,1870,1870,..
Agricultural land (sq. km),AG.LND.AGRI.K2,"Venezuela, RB",VEN,218600,216350,215000,215000,215000,215000,215000,215000,215000,215000,215000,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Viet Nam,VNM,67260,87800,108528,108737,121478,121722,121688,121405,123880,123600,123600,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Virgin Islands (U.S.),VIR,100,70,40,40,40,40,40,33,33,33,33,..
Agricultural land (sq. km),AG.LND.AGRI.K2,West Bank and Gaza,PSE,5010,4682.131,4144.291,4204.555,4304.018,4344.182,4297.545,4287.909,4253.273,4078.636,3912,..
Agricultural land (sq. km),AG.LND.AGRI.K2,"Yemen, Rep.",YEM,236260,236690,234990,234516,234326,233858,234520,234520,234520,234520,234520,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Zambia,ZMB,208110,225260,237370,237380,237390,237390,238390,238390,238390,238390,238390,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Zimbabwe,ZWE,130100,150600,162000,162000,162000,162000,162000,162000,162000,162000,162000,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Africa Eastern and Southern,AFE,6412859.9,6476930,6806324.255,6825399.195,6836525.8,6851382.225,6868999.45,6882362.22,6891016.22,6898158.22,6900855.82,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Africa Western and Central,AFW,3132916.6,3339826.063,3558354.354,3566587.601,3584392.737,3593613.009,3599340.982,3618614.614,3627121.603,3633870.46,3641770.46,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Arab World,ARB,4778892,5397877.131,5219117.741,5218516.355,5223517.789,5232064.896,5238175.133,5236246.657,5228038.143,5236720.506,5236390.685,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Caribbean small states,CSS,18884.8,19153.667,18484.4,18520.4,18589.4,18579.4,18569.4,18569.4,18589.4,18609.4,18619.4,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Central Europe and the Baltics,CEB,631840,591050,518923.1,518221.4,519245.9,516233.8,515348.6,516300,521123.39,511648.336,510363.028,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Early-demographic dividend,EAR,12988148.591,13431666.932,13301176.569,13273935.052,13284824.167,13282291.389,13297240.654,13292840.119,13293491.152,13331842.438,13347985.526,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific,EAS,12311207.3,12477103.824,11665517.296,11685842.561,11435446.379,11390070.2,11713569.919,11580219.903,11611315.158,11540148.443,11622962.797,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific (excluding high income),EAP,7435414,7714858,7759388.696,7753561.761,7770645.279,7782127.8,7813567.219,7811699.503,7808969.458,7807223.443,7812828.497,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific (IDA & IBRD countries),TEA,7410238,7689362,7733092.696,7727265.761,7744349.279,7755931.8,7787571.219,7785703.503,7783023.458,7781277.443,7786882.497,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Euro area,EMU,1330137,1268958.4,1178109.5,1162669.2,1160697,1154235.22,1154004.506,1148370.967,1157429.601,1148541.157,1146123.001,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia,ECS,8470073.623,8265184.495,8042732.191,8027320.968,8018675.625,8008684.211,8004457.2,7990637.31,7983777.351,7964421.756,7960695.084,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia (excluding high income),ECA,6379862,6275577,6201011.3,6202190.1,6196921,6194621,6190019.01,6182427.81,6160621,6162106.05,6162324.072,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia (IDA & IBRD countries),TEC,6739522,6619967,6499834.3,6499815.1,6494583,6489031,6483389.01,6476527.81,6459151,6454976.05,6452868.672,..
Agricultural land (sq. km),AG.LND.AGRI.K2,European Union,EUU,1920957,1826719.4,1671303.3,1654751.21,1652680.49,1643015.42,1642336.406,1637289.867,1650653.641,1632541.863,1629077.529,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Fragile and conflict affected situations,FCS,6848641.7,6964093.331,7409326.101,7432586.71,7447901.217,7471317.467,7495474.705,7511377.109,7518290.433,7530273.216,7536835.58,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Heavily indebted poor countries (HIPC),HPC,7289384.2,7468474.23,7715065.834,7737969.489,7766539.731,7788521.96,7809561.887,7844080.267,7857957.182,7873721.361,7884285.892,..
Agricultural land (sq. km),AG.LND.AGRI.K2,High income,HIC,13451404.923,13608896.986,12435795.041,12451996.958,12184108.645,12119940.781,12412567.438,12270962.288,12313592.119,12213479.474,12281992.245,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IBRD only,IBD,25708619.091,25893548.1,25573334.379,25522088.178,25536828.945,25520889.495,25509590.343,25491465.083,25469095.348,25493347.401,25494462.671,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA & IBRD total,IBT,35171297.091,35632029.33,35885743.105,35864672.775,35911349.101,35926751.429,35946684.844,35961051.175,35948639.237,35996204.158,36006333.548,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA blend,IDB,1829014.8,1928880,1950735.4,1957083.4,1958371.4,1965976.4,1970309.4,1971348.4,1967004.4,1973974.4,1971985.4,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA only,IDX,7633663.2,7809601.23,8361673.326,8385501.197,8416148.756,8439885.534,8466785.101,8498237.692,8512539.489,8528882.357,8539885.477,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA total,IDA,9462678,9738481.23,10312408.726,10342584.597,10374520.156,10405861.934,10437094.501,10469586.092,10479543.889,10502856.757,10511870.877,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Late-demographic dividend,LTE,15462378.8,15523594.267,15405823.704,15388289.29,15396246.72,15393026.67,15375904.402,15368189.576,15343718.072,15340658.729,15324865.094,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & Caribbean,LCN,6757071.591,6743966.267,6681346.95,6641036.018,6645256.114,6619022.781,6583106.755,6573263.44,6577078.306,6605191.258,6603895.149,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & Caribbean (excluding high income),LAC,6193124.591,6190515.6,6151677.5,6113898.828,6122025.194,6101636.111,6069955.345,6064254.29,6072479.426,6104985.628,6107231.569,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & the Caribbean (IDA & IBRD countries),TLA,6684774.591,6675467.267,6615579.95,6575954.218,6580616.114,6554574.781,6517971.755,6508184.44,6510989.306,6539102.258,6537806.149,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Least developed countries: UN classification,LDC,7375378.2,7527239.362,8065491.565,8090143.649,8112659.411,8139648.752,8166673.152,8186480.696,8198280.578,8212479.097,8221154.217,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Low & middle income,LMY,34350133.091,34832825.794,35153442.446,35135477.44,35185680.699,35209927.441,35235576.479,35253289.434,35241783.13,35299226.664,35315056.868,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Low income,LIC,5548434.3,5640712.362,6076192.323,6094951.888,6108227.732,6130059.112,6150190.843,6166220.738,6174828.56,6185615.98,6191413.58,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Lower middle income,LMC,9844240.9,10146377.201,10011765.318,10015370.637,10048771.249,10063049.887,10075090.441,10090180.655,10086810.73,10095968.554,10100188.759,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa,MEA,3332592,3877667.131,3729739.441,3729396.055,3731310.289,3736990.696,3745781.733,3745577.057,3738062.876,3747193.873,3747214.785,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa (excluding high income),MNA,2076092,2114628.131,1971171.841,1967825.455,1969043.789,1974606.696,1982604.633,1982367.857,1974571.726,1983456.773,1983423.47,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa (IDA & IBRD countries),TMN,2071082,2109946,1967027.55,1963620.9,1964739.771,1970262.514,1978307.088,1978079.948,1970318.453,1979378.137,1979511.47,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle income,MIC,28801698.791,29192113.432,29077250.123,29040525.552,29077452.967,29079868.329,29085385.636,29087068.696,29066954.57,29113610.684,29123643.288,..
Agricultural land (sq. km),AG.LND.AGRI.K2,North America,NAC,4883513,4756864,4614693,4620862,4627040,4633149,4636782.538,4636998.538,4634984.538,4629280.538,4628016.538,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,OECD members,OED,13745787.303,13422839.689,12177665.211,12184858.678,11914933.665,11850536.281,12115326.138,11973544.429,12010389.634,11926447.188,11984861.809,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Other small states,OSS,779655,781629.7,780114.745,781890.42,780381.86,781897.16,782353.06,782741.929,782663.044,782640.253,782592.609,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Pacific island small states,PSS,7962,7555,7635,7718,7817.2,7752.1,7707,7631.7,7567.1,7555.1,7555.1,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Post-demographic dividend,PST,12032847.303,11695250.089,10590344.761,10604915.188,10339992.645,10284170.011,10581015.328,10439964.679,10482565.154,10391616.478,10466856.911,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Pre-demographic dividend,PRE,7522782.7,7993880.862,8493815.023,8522240.388,8550635.532,8572282.952,8595891.933,8625195.558,8637544.22,8650540.42,8659330.42,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Small states,SST,806501.8,808338.367,806234.145,808128.82,806788.46,808228.66,808629.46,808943.029,808819.544,808804.753,808767.109,..
Agricultural land (sq. km),AG.LND.AGRI.K2,South Asia,SAS,2719904,2720531,2705530,2706030,2706142.4,2711956.1,2711105.34,2711578.64,2707019.197,2709441.59,2706638.48,..
Agricultural land (sq. km),AG.LND.AGRI.K2,South Asia (IDA & IBRD),TSA,2719904,2720531,2705530,2706030,2706142.4,2711956.1,2711105.34,2711578.64,2707019.197,2709441.59,2706638.48,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa,SSF,9545776.5,9816756.063,10364678.609,10391986.796,10420918.537,10444995.234,10468340.432,10500976.834,10518137.823,10532028.68,10542626.28,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa (excluding high income),SSA,9545736.5,9816716.063,10364663.109,10391971.296,10420903.037,10444979.734,10468324.932,10500961.334,10518122.323,10532013.18,10542610.78,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa (IDA & IBRD countries),TSS,9545776.5,9816756.063,10364678.609,10391986.796,10420918.537,10444995.234,10468340.432,10500976.834,10518137.823,10532028.68,10542626.28,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Upper middle income,UMC,18957457.891,19045736.231,19065484.805,19025154.915,19028681.718,19016818.442,19010295.195,18996888.041,18980143.84,19017642.13,19023454.529,..
Agricultural land (sq. km),AG.LND.AGRI.K2,World,WLD,48020138.014,48658072.78,47804237.487,47802474.398,47584789.344,47544868.222,47863143.917,47739251.722,47770375.249,47727706.138,47812049.113,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Afghanistan,AFG,58.3229842233568,57.9458166597673,58.123668031216,58.123668031216,58.123668031216,58.123668031216,58.123668031216,58.2769881790166,58.2769881790166,58.7415482268525,58.7415482268525,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Albania,ALB,40.9124087591241,41.7518248175182,43.3321167883212,42.857299270073,42.8576642335766,43.1277372262774,42.8569708029197,42.8496715328467,42.8467153284672,42.538503649635,41.471897810219,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Algeria,DZA,16.2385482882263,16.8032614811021,17.3955322579291,17.3952656461243,17.4059228102468,17.3655321884285,17.3550108093197,17.3565679895505,17.347004145287,17.347004145287,17.347004145287,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,American Samoa,ASM,9.65,11.35,13.3,13.45,13.6,13.75,13.9,14.05,14.2,14.35,14.5,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Andorra,AND,48.936170212766,48.936170212766,40.0212765957447,40,40.0212765957447,40.0425531914894,40.0425531914894,40.0723404255319,40.0002127659574,39.9517021276596,39.9068085106383,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Angola,AGO,35.6589396005454,35.7126814791048,36.4867249538782,36.6359188256998,36.7281623486003,36.7562364642657,36.7145263495628,36.7305687013716,36.7987486965589,36.8107804604155,36.8147910483677,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Antigua and Barbuda,ATG,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Argentina,ARG,46.6128790619325,46.9581867146078,44.9219312381015,44.2830207294213,44.1187712163234,43.4794953027197,42.9863813585024,42.3715363084602,42.5907792625398,43.0292651706989,43.1023461553921,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Armenia,ARM,..,46.4699683877766,59.1148577449947,59.0340709518792,58.8935721812434,58.8970846505093,58.872497365648,58.9146469968388,58.9041095890411,58.8689848963822,58.8275377590446,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Aruba,ABW,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Australia,AUS,60.4554625567864,59.2881038230738,48.3937102169923,48.7383986566523,45.3144240657095,44.5399257932247,48.3406179391109,46.6580950127535,47.1237724290889,46.2524798427461,47.2592374954823,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Austria,AUT,36.6444498303442,35.630150266602,32.9180804653417,32.8914202617547,32.9429229277751,32.3578526417838,32.1694134755211,32.1477217644207,32.1280901599612,31.5398133785749,31.4767256422685,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Azerbaijan,AZE,..,57.3863567580655,57.7045451795933,57.7005431692535,57.7017529003303,57.7355751784202,57.7956013645932,57.8253926004791,57.8278123260822,57.8382498850519,57.8415003024803,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Bahamas, The",BHS,1.0989010989011,1.0989010989011,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bahrain,BHR,14.4927536231884,13.943661971831,11.0779220779221,10.9338521400778,10.694087403599,10.5519897304236,10.3974358974359,10.4113110539846,10.3846153846154,10.3184713375796,10.253164556962,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bangladesh,BGD,79.7879695782438,72.2132595836214,71.2760236613659,71.5986786509949,72.4763002227856,73.1136974725359,73.4526388568795,73.9594376584466,75.8392870861182,76.2694937389568,77.3450103710532,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Barbados,BRB,44.1860465116279,41.8604651162791,29.0697674418605,27.906976744186,25.5813953488372,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belarus,BLR,..,45.6105063890204,42.9317720346167,42.4879171121282,42.242016376159,42.0354897826473,41.8448381185095,41.6444969947778,41.3223954869066,40.7971228692482,40.2759300320276,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belgium,BEL,..,45.891677675033,44.1380449141347,43.9663143989432,43.8573315719947,44.6103038309115,43.8243064729194,44.7159841479524,44.7959907529723,45.066357331572,45.1013870541612,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belize,BLZ,5.52389302937308,6.53222270933801,7.01446733888645,7.01446733888645,7.45287154756686,7.45287154756686,7.54055238930294,7.54055238930294,7.62823323103902,7.89127575624726,7.97895659798334,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Benin,BEN,20.1312522170983,28.3345157857396,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bermuda,BMU,5.55555555555556,7.40740740740741,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bhutan,BTN,9.71684181238362,14.5226130653266,13.631712884015,13.7891229635071,13.7891229635071,13.6063338926174,13.4490352348993,13.4504457262716,13.4504457262716,13.4504457262716,13.4504457262716,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bolivia,BOL,32.7286993445952,34.2869011354195,34.8361488045786,34.8461578510108,34.8470741253577,34.8797480845565,34.7748052247761,34.9640905566325,35.0737763315794,35.0850864026585,35.1881908981815,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bosnia and Herzegovina,BIH,..,41.6015625,42.20703125,42.12890625,42.5,43.14453125,43.515625,43.18359375,43.28125,43.7890625,44.19921875,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Botswana,BWA,45.914280168687,45.7907645616078,45.6690134632012,45.8842835212535,45.6330174862809,45.6330174862809,45.6330174862809,45.6330174862809,45.63372328975,45.63372328975,45.63372328975,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brazil,BRA,28.1043390036539,27.3175012622426,27.9962527547995,28.0824920377022,28.1687313206048,28.2549706035075,28.3410663137971,28.4156284771492,28.490129502497,28.5646185634603,28.6390944636007,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,British Virgin Islands,VGB,53.3333333333333,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brunei Darussalam,BRN,2.46679316888046,2.27703984819734,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bulgaria,BGR,55.6720600198861,50.4564765434331,46.0114222549742,45.8456153279293,46.1670965364775,46.2509211495947,46.3294030950626,46.3338246131172,46.3983050847458,46.4904200442152,46.4867096536478,..
